Alter,Einkommen,Preis,Geschlecht,Zeit,KundeNr,Ausreißer,Kunde,Niederlassung
61,75680.8569455791,0.0,1,42.0,K1270,False,0,Sachsen
37,39528.49075947741,0.0,1,19.0,K1646,False,0,Bayern
32,44270.051947941305,0.0,1,45.0,K1730,False,0,Niedersachsen
70,74005.80908584956,0.0,0,42.0,K1493,False,0,Baden-Württemberg
34,43060.345548235055,0.0,1,32.0,K1181,False,0,Nordrhein-Westfalen
60,71786.3601761889,0.0,1,36.0,K1386,False,0,Bayern
48,60260.01950308245,0.0,0,30.0,K1817,False,0,Berlin
37,45165.04142331776,0.0,1,36.0,K1443,False,0,Bayern
68,98083.36958703487,0.0,1,22.0,K1432,False,0,Berlin
44,43990.60139928602,0.0,1,35.0,K1426,False,0,Brandenburg
48,54965.091031366464,0.0,1,30.0,K1650,False,0,Niedersachsen
53,53797.07241160214,0.0,1,24.0,K1695,False,0,Hessen
61,75646.61434612492,0.0,1,45.0,K1396,False,0,Bayern
67,85750.07554566991,0.0,0,41.0,K1570,False,0,Nordrhein-Westfalen
49,49362.35856757959,0.0,0,36.0,K1919,False,0,Thüringen
40,39581.24530431099,0.0,1,5.0,K1547,False,0,Niedersachsen
53,72005.35624913589,0.0,0,27.0,K1775,False,0,Nordrhein-Westfalen
50,64799.99968190091,0.0,1,35.0,K1567,False,0,Thüringen
54,73773.47238829928,0.0,1,23.0,K1391,False,0,Berlin
49,51990.8572650111,0.0,1,29.0,K1314,False,0,Berlin
40,62840.37452322088,0.0,0,35.0,K1774,False,0,Nordrhein-Westfalen
30,46686.48822885003,0.0,1,36.0,K1332,False,0,Sachsen
35,42664.92693348081,0.0,0,34.0,K1954,False,0,Nordrhein-Westfalen
65,78027.33356866369,0.0,1,12.0,K1617,False,0,Niedersachsen
54,54771.81984576158,0.0,0,26.0,K1632,False,0,Baden-Württemberg
61,79526.72258325989,0.0,1,62.0,K1981,False,0,Baden-Württemberg
36,32281.85753793404,0.0,1,52.0,K1201,False,0,Hessen
32,31010.60371272385,0.0,0,42.0,K1397,False,0,Baden-Württemberg
68,78362.67406137298,0.0,0,21.0,K1428,False,0,Baden-Württemberg
51,56457.4891364143,0.0,0,28.0,K1841,False,0,Nordrhein-Westfalen
68,74860.98577194301,0.0,0,20.0,K1634,False,0,Bayern
54,68635.79438556149,0.0,0,29.0,K1323,False,0,Baden-Württemberg
61,61246.32697749902,0.0,0,45.0,K1380,False,0,Nordrhein-Westfalen
63,69114.66674485385,0.0,0,39.0,K1183,False,0,Hamburg
58,76153.05437383783,0.0,0,25.0,K1890,False,0,Bayern
41,39145.70180758025,0.0,1,40.0,K1709,False,0,Hessen
45,34526.57020159587,0.0,1,17.0,K1901,False,0,Baden-Württemberg
47,61173.93565537098,0.0,1,37.0,K1244,False,0,Niedersachsen
35,40070.02223199869,0.0,1,47.0,K1683,False,0,Bayern
47,61411.10701386299,0.0,1,21.0,K1599,False,0,Bayern
66,76131.40623392163,0.0,0,42.0,K1464,False,0,Sachsen
57,52580.65881183184,0.0,1,29.0,K1170,False,0,Bayern
31,12031.989258552723,0.0,1,32.0,K1586,False,0,Baden-Württemberg
63,74054.70619267496,0.0,0,43.0,K1882,False,0,Nordrhein-Westfalen
30,47051.43409867171,0.0,1,23.0,K1704,False,0,Baden-Württemberg
57,75169.08296945898,0.0,0,44.0,K1935,False,0,Thüringen
49,53203.21029404359,0.0,0,44.0,K1411,False,0,Hessen
64,74726.84924898707,0.0,1,55.0,K1336,False,0,Bayern
37,60309.95951774383,0.0,0,38.0,K1950,False,0,Baden-Württemberg
40,56212.03314278404,0.0,1,39.0,K1154,False,0,Bayern
50,46631.75790296047,0.0,1,36.0,K1757,False,0,Bayern
49,56491.65443727993,0.0,0,25.0,K1959,False,0,Baden-Württemberg
51,46713.49462194787,0.0,0,34.0,K1447,False,0,Berlin
37,37001.8597858101,0.0,1,29.0,K1699,False,0,Bayern
34,46611.89681382488,0.0,1,34.0,K1990,False,0,Berlin
36,39625.21727597255,0.0,1,55.0,K1521,False,0,Bayern
70,97897.0505433718,0.0,1,60.0,K1318,False,0,Berlin
43,68343.42995828904,0.0,1,32.0,K1138,False,0,Nordrhein-Westfalen
59,68648.91021070804,0.0,1,32.0,K1136,False,0,Nordrhein-Westfalen
34,42021.351206703584,0.0,0,36.0,K1773,False,0,Brandenburg
66,78363.1815844051,0.0,1,26.0,K1689,False,0,Baden-Württemberg
55,67416.14051817694,0.0,1,31.0,K1619,False,0,Nordrhein-Westfalen
57,75132.69871427603,0.0,0,41.0,K1793,False,0,Bayern
52,54277.20247138504,0.0,1,48.0,K1214,False,0,Nordrhein-Westfalen
62,83975.47424607084,0.0,0,33.0,K1182,False,0,Bayern
42,60427.7317067945,0.0,1,44.0,K1716,False,0,Sachsen
67,87075.0424976642,0.0,1,59.0,K1748,False,0,Niedersachsen
55,76311.86352250354,0.0,1,41.0,K1187,False,0,Baden-Württemberg
31,38298.53365217667,0.0,1,3.0,K1623,False,0,Nordrhein-Westfalen
33,35653.84321707804,0.0,0,26.0,K1762,False,0,Nordrhein-Westfalen
37,51507.44213419635,0.0,0,34.0,K1401,False,0,Niedersachsen
43,58161.76456569998,0.0,1,31.0,K1612,False,0,Nordrhein-Westfalen
30,38642.9176274666,0.0,1,35.0,K1913,False,0,Bayern
46,56617.21612666908,0.0,0,31.0,K1480,False,0,Hessen
37,38266.32199296525,0.0,1,36.0,K1110,False,0,Baden-Württemberg
41,52447.560235608296,0.0,1,48.0,K1159,False,0,Sachsen
48,63015.20260611034,0.0,0,50.0,K1503,False,0,Berlin
45,44514.71192462543,0.0,1,37.0,K1562,False,0,Berlin
33,20924.68796076063,0.0,1,36.0,K1626,False,0,Baden-Württemberg
62,77172.3477368733,0.0,1,36.0,K1468,False,0,Baden-Württemberg
67,68054.56279480796,0.0,0,40.0,K1202,False,0,Niedersachsen
46,57346.43603357197,0.0,1,32.0,K1522,False,0,Hamburg
52,74487.88940711174,0.0,1,41.0,K1677,False,0,Bayern
46,54308.48613322938,0.0,1,32.0,K1957,False,0,Brandenburg
48,68669.40274374136,0.0,1,41.0,K1538,False,0,Niedersachsen
54,70603.6396479521,0.0,1,13.0,K1878,False,0,Sachsen
44,46191.87896569637,0.0,1,45.0,K1130,False,0,Baden-Württemberg
63,66297.52548713186,0.0,0,43.0,K1189,False,0,Niedersachsen
47,46132.94535081172,0.0,1,38.0,K1115,False,0,Nordrhein-Westfalen
35,55240.05100480306,0.0,0,24.0,K1436,False,0,Nordrhein-Westfalen
66,78220.57773084576,0.0,0,41.0,K1838,False,0,Sachsen
52,67495.80152171961,0.0,1,25.0,K1487,False,0,Nordrhein-Westfalen
36,48519.26595769286,0.0,1,30.0,K1809,False,0,Baden-Württemberg
33,44999.01911189909,0.0,0,18.0,K1918,False,0,Baden-Württemberg
54,49679.673812958754,0.0,0,24.0,K1223,False,0,Sachsen
45,51504.42714273189,0.0,1,50.0,K1641,False,0,Baden-Württemberg
40,57367.42919749243,0.0,1,31.0,K1466,False,0,Baden-Württemberg
61,80750.62261107466,0.0,0,24.0,K1134,False,0,Sachsen
57,63456.62655121073,0.0,0,45.0,K1160,False,0,Bayern
52,45802.02820555963,0.0,1,25.0,K1970,False,0,Baden-Württemberg
53,58520.52013258997,0.0,0,20.0,K1700,False,0,Brandenburg
51,56254.19697173916,0.0,0,17.0,K1344,False,0,Berlin
68,77479.77370987926,0.0,0,45.0,K1826,False,0,Baden-Württemberg
68,80288.19633710348,0.0,1,19.0,K1186,False,0,Brandenburg
42,37936.97963079064,0.0,0,30.0,K1364,False,0,Sachsen
57,50221.96278036853,0.0,1,47.0,K1591,False,0,Bayern
38,48379.32276693023,0.0,1,43.0,K1821,False,0,Thüringen
69,98029.0012254466,0.0,1,37.0,K1905,False,0,Bayern
66,82388.15906332547,0.0,0,34.0,K1886,False,0,Hessen
53,69200.65406495638,0.0,0,25.0,K1647,False,0,Berlin
54,59334.765842262015,0.0,0,34.0,K1431,False,0,Baden-Württemberg
46,49472.2553883599,0.0,1,36.0,K1639,False,0,Bayern
50,61480.98123663141,0.0,1,44.0,K1640,False,0,Baden-Württemberg
33,54044.93494557665,0.0,0,30.0,K1588,False,0,Bayern
50,66940.78999582701,0.0,0,32.0,K1867,False,0,Thüringen
65,74982.30954012758,0.0,0,27.0,K1638,False,0,Hessen
65,62675.60049141745,0.0,1,33.0,K1818,False,0,Baden-Württemberg
65,85235.07133486084,0.0,1,44.0,K1495,False,0,Nordrhein-Westfalen
39,23109.88057358736,0.0,1,39.0,K1600,False,0,Sachsen
48,55111.1738291915,0.0,1,31.0,K1587,False,0,Nordrhein-Westfalen
64,74797.71960677873,0.0,0,28.0,K1482,False,0,Niedersachsen
63,66343.41078153354,0.0,1,53.0,K1470,False,0,Baden-Württemberg
50,58484.54039041646,0.0,1,40.0,K1517,False,0,Thüringen
66,88621.24191112188,0.0,0,44.0,K1573,False,0,Hessen
36,30932.04803160049,0.0,0,43.0,K1514,False,0,Baden-Württemberg
64,70306.34919789399,0.0,1,36.0,K1112,False,0,Berlin
53,49633.94504662924,0.0,1,30.0,K1685,False,0,Nordrhein-Westfalen
66,69331.45165711388,0.0,0,32.0,K1260,False,0,Baden-Württemberg
37,51799.464698996206,0.0,0,40.0,K1985,False,0,Baden-Württemberg
38,51013.21862383295,0.0,1,49.0,K1530,False,0,Nordrhein-Westfalen
60,77364.77312129164,0.0,0,34.0,K1206,False,0,Bayern
62,69519.57087189915,0.0,0,31.0,K1304,False,0,Sachsen
40,52774.29440970104,0.0,0,41.0,K1529,False,0,Hessen
56,70615.54950914938,0.0,0,15.0,K1403,False,0,Brandenburg
39,43354.50180165668,0.0,0,28.0,K1989,False,0,Bayern
68,89005.39288890261,0.0,0,22.0,K1352,False,0,Baden-Württemberg
35,39196.70589672828,0.0,1,26.0,K1583,False,0,Bayern
58,74550.6202554913,0.0,0,32.0,K1410,False,0,Niedersachsen
65,83198.24248402342,0.0,1,47.0,K1421,False,0,Berlin
33,45748.42693618564,0.0,1,55.0,K1107,False,0,Niedersachsen
47,79607.66735450045,0.0,1,47.0,K1510,False,0,Berlin
47,59352.78068693205,0.0,1,14.0,K1847,False,0,Baden-Württemberg
60,55814.79620631314,0.0,1,27.0,K1365,False,0,Baden-Württemberg
52,66108.25385529606,0.0,1,41.0,K1472,False,0,Thüringen
69,85175.91833307281,0.0,1,31.0,K1263,False,0,Nordrhein-Westfalen
42,54182.115014181705,0.0,1,26.0,K1659,False,0,Nordrhein-Westfalen
44,52096.75434082368,0.0,1,45.0,K1934,False,0,Nordrhein-Westfalen
55,88482.68247002398,0.0,1,26.0,K1782,False,0,Berlin
56,83787.01049645299,0.0,0,27.0,K1485,False,0,Niedersachsen
40,38822.673540278105,0.0,0,18.0,K1731,False,0,Berlin
56,66000.85802185375,0.0,0,32.0,K1407,False,0,Berlin
52,33297.75882314246,0.0,0,18.0,K1537,False,0,Nordrhein-Westfalen
65,68211.38298720564,0.0,1,20.0,K1627,False,0,Berlin
37,50176.78491659571,0.0,1,31.0,K1509,False,0,Bayern
38,48780.18090135144,0.0,1,18.0,K1948,False,0,Niedersachsen
37,41519.40253088631,0.0,1,33.0,K1460,False,0,Bayern
36,50243.04319986396,0.0,1,48.0,K1569,False,0,Nordrhein-Westfalen
31,26018.930843729628,0.0,0,32.0,K1858,False,0,Baden-Württemberg
38,44672.54475227276,0.0,0,36.0,K1317,False,0,Bayern
44,50981.53330613676,0.0,0,21.0,K1554,False,0,Sachsen
59,70012.55646857031,0.0,1,39.0,K1184,False,0,Baden-Württemberg
38,29787.61073967547,0.0,1,47.0,K1253,False,0,Hamburg
33,35350.734563498816,0.0,1,24.0,K1533,False,0,Hessen
63,60561.8096538407,0.0,1,38.0,K1165,False,0,Bayern
49,58250.254832502986,0.0,1,25.0,K1765,False,0,Baden-Württemberg
47,56933.67295901219,0.0,1,42.0,K1909,False,0,Baden-Württemberg
51,54872.34097614113,0.0,0,40.0,K1693,False,0,Bayern
64,85441.92783839643,0.0,0,42.0,K1870,False,0,Sachsen
60,67965.91123144886,0.0,1,29.0,K1370,False,0,Bayern
48,48300.49016663392,0.0,1,28.0,K1238,False,0,Baden-Württemberg
63,86198.61197070724,0.0,0,32.0,K1813,False,0,Nordrhein-Westfalen
54,53806.64986546736,0.0,0,37.0,K1649,False,0,Sachsen
57,78842.38490612834,0.0,0,24.0,K1451,False,0,Berlin
68,86965.51716221104,0.0,0,15.0,K1926,False,0,Berlin
47,50383.0035146331,0.0,1,35.0,K1738,False,0,Baden-Württemberg
31,10802.033307234791,0.0,1,25.0,K1561,False,0,Brandenburg
42,54815.06292960715,0.0,0,34.0,K1605,False,0,Baden-Württemberg
57,60410.81774322362,0.0,1,33.0,K1535,False,0,Baden-Württemberg
42,49912.5133607232,0.0,1,26.0,K1550,False,0,Sachsen
48,51462.33449658315,0.0,1,20.0,K1755,False,0,Niedersachsen
64,67482.49163937743,0.0,1,10.0,K1277,False,0,Bayern
40,59391.907257758285,0.0,0,37.0,K1555,False,0,Brandenburg
58,71796.78375066351,0.0,1,26.0,K1419,False,0,Berlin
64,85476.75002498372,0.0,1,27.0,K1437,False,0,Hamburg
67,94337.55474285186,0.0,1,27.0,K1906,False,0,Hessen
57,52369.614786572805,0.0,1,42.0,K1195,False,0,Thüringen
63,71786.86963567701,0.0,1,40.0,K1939,False,0,Bayern
40,39209.6501341634,0.0,0,43.0,K1286,False,0,Sachsen
41,50331.80083448773,0.0,0,48.0,K1686,False,0,Niedersachsen
33,47738.79992886855,0.0,1,47.0,K1900,False,0,Baden-Württemberg
57,51230.94265343794,0.0,1,28.0,K1174,False,0,Sachsen
62,64399.17380839598,0.0,0,18.0,K1236,False,0,Berlin
67,71626.52688470876,0.0,1,29.0,K1439,False,0,Bayern
35,50926.48935086532,0.0,1,35.0,K1702,False,0,Sachsen
51,66518.30950340244,0.0,1,22.0,K1240,False,0,Nordrhein-Westfalen
69,80266.5197570841,0.0,1,36.0,K1269,False,0,Niedersachsen
46,42528.58264935153,0.0,0,44.0,K1133,False,0,Nordrhein-Westfalen
63,75258.5882756021,0.0,0,50.0,K1888,False,0,Thüringen
44,50005.002649598144,0.0,0,23.0,K1298,False,0,Bayern
39,35225.29630047012,0.0,0,48.0,K1974,False,0,Niedersachsen
33,24242.6013961693,0.0,1,42.0,K1820,False,0,Berlin
42,54485.35271297408,0.0,1,33.0,K1630,False,0,Bayern
65,81926.49851495633,0.0,1,48.0,K1486,False,0,Bayern
40,51957.04750970712,0.0,1,16.0,K1245,False,0,Sachsen
36,47469.13210184134,0.0,1,18.0,K1278,False,0,Bayern
38,50640.423932004334,0.0,1,28.0,K1111,False,0,Bayern
51,55860.34134441505,0.0,1,44.0,K1823,False,0,Baden-Württemberg
66,68505.92715813697,0.0,0,37.0,K1790,False,0,Bayern
33,31654.70931020863,0.0,1,31.0,K1178,False,0,Bayern
44,54025.601631232574,0.0,1,30.0,K1987,False,0,Nordrhein-Westfalen
47,61371.86037427834,0.0,1,42.0,K1433,False,0,Bayern
33,37067.78183567922,0.0,1,47.0,K1558,False,0,Nordrhein-Westfalen
58,62171.39083962616,0.0,1,26.0,K1250,False,0,Baden-Württemberg
67,76785.41565787853,0.0,1,15.0,K1339,False,0,Hessen
40,35558.52295367206,0.0,0,31.0,K1325,False,0,Baden-Württemberg
32,20329.572188555016,0.0,1,30.0,K1475,False,0,Bayern
30,29694.36967212773,0.0,1,30.0,K1916,False,0,Niedersachsen
39,63156.4607924843,0.0,1,41.0,K1237,False,0,Berlin
59,71024.577322895,0.0,0,28.0,K1799,False,0,Hessen
51,70533.4440736586,0.0,1,7.0,K1969,False,0,Baden-Württemberg
67,86403.29453956797,0.0,1,29.0,K1290,False,0,Hessen
47,67161.18295243074,0.0,1,36.0,K1146,False,0,Berlin
31,54066.71490277438,0.0,0,45.0,K1652,False,0,Bayern
36,29204.045820516767,0.0,0,27.0,K1213,False,0,Bayern
40,59102.57639746197,0.0,0,29.0,K1708,False,0,Bayern
69,78816.42539608196,0.0,0,61.0,K1161,False,0,Nordrhein-Westfalen
69,79027.08313244994,0.0,1,24.0,K1499,False,0,Berlin
38,66319.92238394536,0.0,0,43.0,K1811,False,0,Baden-Württemberg
51,71227.25924976716,0.0,1,33.0,K1654,False,0,Hessen
31,35916.95084009938,0.0,1,34.0,K1129,False,0,Bayern
38,44788.123878098384,0.0,1,22.0,K1456,False,0,Sachsen
65,73604.96746986441,0.0,1,45.0,K1534,False,0,Berlin
66,65216.98045790985,0.0,1,13.0,K1539,False,0,Baden-Württemberg
53,58268.38455170221,0.0,0,57.0,K1156,False,0,Niedersachsen
66,81322.77755624868,0.0,1,42.0,K1631,False,0,Thüringen
52,59034.50276222728,0.0,0,22.0,K1921,False,0,Berlin
46,54677.38676147014,0.0,0,37.0,K1674,False,0,Thüringen
44,49839.08323147287,0.0,1,31.0,K1369,False,0,Baden-Württemberg
53,70483.67913038879,0.0,1,18.0,K1541,False,0,Baden-Württemberg
70,86136.18828412276,0.0,0,39.0,K1718,False,0,Baden-Württemberg
41,46277.31482345062,0.0,1,14.0,K1798,False,0,Bayern
58,83377.64375055519,0.0,1,25.0,K1457,False,0,Nordrhein-Westfalen
43,38133.969015536415,0.0,0,27.0,K1123,False,0,Baden-Württemberg
43,61618.7453207506,0.0,1,24.0,K1771,False,0,Bayern
52,66931.62974555178,0.0,1,26.0,K1687,False,0,Baden-Württemberg
66,82714.59944611686,0.0,0,16.0,K1188,False,0,Nordrhein-Westfalen
40,49390.74203480306,0.0,1,51.0,K1166,False,0,Nordrhein-Westfalen
38,46307.32262091811,0.0,1,33.0,K1377,False,0,Hessen
57,84130.8361121828,0.0,1,56.0,K1390,False,0,Nordrhein-Westfalen
61,61255.99192759155,0.0,0,22.0,K1800,False,0,Niedersachsen
66,64549.900810909385,0.0,1,26.0,K1851,False,0,Sachsen
37,37026.70345003768,0.0,0,52.0,K1117,False,0,Thüringen
37,41986.47519256367,0.0,0,42.0,K1287,False,0,Bayern
58,63296.69034048032,0.0,1,17.0,K1549,False,0,Baden-Württemberg
51,67323.14564444456,0.0,0,46.0,K1657,False,0,Berlin
55,63084.95068724524,0.0,0,34.0,K1328,False,0,Baden-Württemberg
66,84640.6305637355,0.0,1,34.0,K1618,False,0,Berlin
57,81289.8813692296,0.0,0,31.0,K1733,False,0,Berlin
35,44388.74911272415,0.0,1,30.0,K1692,False,0,Baden-Württemberg
43,49717.79872938432,0.0,1,46.0,K1797,False,0,Niedersachsen
35,41206.23466424097,0.0,0,39.0,K1628,False,0,Sachsen
62,72706.64550804085,0.0,0,50.0,K1769,False,0,Nordrhein-Westfalen
54,72310.20137385467,0.0,1,35.0,K1281,False,0,Berlin
60,74192.86253782813,0.0,1,25.0,K1946,False,0,Berlin
31,40364.83289990759,0.0,0,20.0,K1783,False,0,Niedersachsen
62,77712.60659770755,0.0,0,29.0,K1268,False,0,Hessen
55,66068.47971681332,0.0,1,35.0,K1353,False,0,Hessen
69,78275.28507069028,0.0,1,30.0,K1675,False,0,Thüringen
65,75316.25436063616,0.0,1,43.0,K1892,False,0,Nordrhein-Westfalen
56,58982.6724132594,0.0,1,16.0,K1179,False,0,Bayern
38,46195.15314751832,0.0,1,26.0,K1218,False,0,Bayern
70,69727.40958594189,0.0,1,35.0,K1740,False,0,Brandenburg
66,79151.82942397373,0.0,1,35.0,K1606,False,0,Nordrhein-Westfalen
40,67881.40169559825,0.0,0,41.0,K1209,False,0,Baden-Württemberg
47,52534.52360667457,0.0,0,50.0,K1219,False,0,Berlin
36,41110.880943472206,0.0,1,36.0,K1473,False,0,Baden-Württemberg
67,75807.6559482063,0.0,1,46.0,K1197,False,0,Baden-Württemberg
40,39443.816099458985,0.0,1,48.0,K1602,False,0,Niedersachsen
68,64541.87849781089,0.0,0,31.0,K1194,False,0,Hessen
47,52745.12664226462,0.0,0,24.0,K1441,False,0,Hamburg
30,31232.137410671497,0.0,0,52.0,K1984,False,0,Nordrhein-Westfalen
70,83902.94581993156,0.0,0,49.0,K1922,False,0,Niedersachsen
45,59679.660948359415,0.0,0,25.0,K1933,False,0,Thüringen
32,28689.47225291241,0.0,0,41.0,K1648,False,0,Sachsen
44,59093.19528865111,0.0,1,34.0,K1653,False,0,Berlin
47,43409.22363053848,0.0,0,32.0,K1199,False,0,Sachsen
62,77682.56445966552,0.0,0,28.0,K1116,False,0,Nordrhein-Westfalen
42,34572.62891288065,0.0,0,42.0,K1536,False,0,Niedersachsen
66,77908.2919508747,0.0,1,41.0,K1148,False,0,Nordrhein-Westfalen
53,44536.66728238031,0.0,1,36.0,K1147,False,0,Nordrhein-Westfalen
44,48650.03750087601,0.0,1,45.0,K1434,False,0,Sachsen
46,52041.42325072015,0.0,1,28.0,K1272,False,0,Bayern
62,85386.11536571402,0.0,1,35.0,K1884,False,0,Baden-Württemberg
45,39956.11884255284,0.0,1,34.0,K1642,False,0,Baden-Württemberg
55,70713.57874370294,0.0,1,40.0,K1840,False,0,Berlin
30,42439.49390670383,0.0,1,49.0,K1604,False,0,Berlin
53,55541.95679712114,0.0,1,50.0,K1283,False,0,Sachsen
56,62958.236734754246,0.0,1,28.0,K1688,False,0,Bayern
